Name,Release Year,Certificate,Duration,Poster,Trailer,Genre,Rating,Rating Count,Country,Director,Writer,Stars,Storyline,Cost,Income
The Prophecy,1995,R,98,"https://m.media-amazon.com/images/M/MV5BZjM4N2I0ZjYtMTFmNC00ZGQ0LWIzNmMtZDZjNzIwOGM1NzA0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi3050348057/1434659607842-pgv4ql-1564209239753.mp4?Expires=1702333296&Signature=mCzxMf5TJIU352PbIHkR5iS1e4CX-rBpBGobnKuvdKPWFt1jGuVNFH8bvemdv3JBnFc2UQ0scFAtijHxBfoP3T4S9njumJJmgD9sb5~hB~-N0VkG9~TDgNG1wC2y49RUnZb5JCmBJH5zNF9k40QYViH8J1c6p8Rr3M0wrNeJBRH2~mwKc1MLiwhpFJy9PSkXlMyyLYLHZzOzIt05~GPVp03NFm-StqcwShZaNFaeSTYOWvdW2mwqBr6DlQJrxwJ5WkTKZTf0bMgvp~uLosHoBcx~wUAyv-nyGiZsgcOKlO66JhaQ0tmkto8r0n~gmYyKhiakOnfOIb5SIJDhjNrFUA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Crime, Drama",6.4,33000,United States,Gregory Widen,Gregory Widen,"Christopher Walken, Elias Koteas, Virginia Madsen, Eric Stoltz, Viggo Mortensen, Amanda Plummer, ""Moriah Shining Dove Snyder"", Adam Goldberg, Steve Hytner, J.C. Quinn, Emma Shenah, Albert Nelson, Shawn Nelson, Emily Conforto, Sioux-z Jessup, Sandra Ellis Lafferty, ""William Buck Hart"", Christina Holmes","At the scene of a bizarre murder, L.A. homicide detective Thomas Dagget discovers a lethal heavenly prophecy now being fulfilled on earth. In his fight to stop the forces of evil, he finds an unlikely ally in an elementary school teacher.",8000000,16115878
Johnny Mnemonic,1995,R,96,"https://m.media-amazon.com/images/M/MV5BNTdhYjEzYTEtYTkwZC00NzgxLWI0ZWEtYmEyMGZhOWYwMjE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi3013187609/1434659607842-pgv4ql-1563462013250.mp4?Expires=1702333305&Signature=pgjkgLuA7zW7wY6~1qF62WiQpzPSIoX30iIzA3zeI2BFAZe69Y3yA~Vh1pf2hpdDxI4679tKEMUeKM~l0s5JQt~VQ1C1xQBtoq2oA70LnzdWjusHa3F1b0w8C0ITM562YlMgmWAzdGw5SiNULDcLbwO4ZtKYi~L36xg-B3aLcsaJJcqlqYLLM~oGsv6hZlxB61RtfAhlktPtOrVI8Wfp2EbLpoJM6-daYh48-ZvQlfKzkqS5qvqVrT47lyHLa051ASf6a8Sg0nRsC6BZ0MI3C--kvjhR7HYX0tRz5fOCvqbrvM8zyEfBZpRwnFSO1q51GIVyTEz5I8pPZY3EqvAbOA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Drama, Sci-Fi",5.6,75000,Canada,Robert Longo,William Gibson,"Keanu Reeves, Dolph Lundgren, Dina Meyer, Ice-T, Takeshi Kitano, Denis Akiyama, Henry Rollins, Barbara Sukowa, Udo Kier, Tracy Tweed, Falconer Abraham, Don Francks, Diego Chambers, Sherry Miller, Arthur Eng, Von Flores, Victoria Tengelis, Warren Sulatycky","A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.",26000000,19075720
Cybill,1995,1995–1998,,"https://m.media-amazon.com/images/M/MV5BNDNmOWQ5YmQtMDM1Mi00M2Y3LTkwYTktMTk1ZTQ5YjQ2MzY5XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR6,0,190,281_.jpg",,Comedy,6.9,4800,United States,Chuck Lorre,,"Cybill Shepherd, Christine Baranski, Alicia Witt, Alan Rosenberg, Tim Maculan, Dedee Pfeiffer, Peter Krause, Tom Wopat, Mitchell Mills, Danny Masterson, Jay Paulson, Ray Baker, Linda Wallem, Jane Kaczmarek, Morgan Fairchild, Mary Page Keller, Kim Murphy, Eileen Heckart","A struggling, middle-aged actress attempts to make a career for herself, all while surrounded by her hard-drinking best friend Maryann, her two former husbands, and her two daughters.",,
2 Days in the Valley,1996,R,104,"https://m.media-amazon.com/images/M/MV5BZWIyN2FmNmQtYzU1Ni00YjIzLWIyNmEtNGQwNjNjY2RmYjVmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi3695886617/1434659607842-pgv4ql-1613768065897.mp4?Expires=1702333327&Signature=YBPJHI7fjDW6aVWIeV4GkCymh8wrhJgBUiw-3mjCyf68rMHUZubltb~~5hQOUv89KnIXpwiYVV56jCIyfiSTH40zOp9u9RTDjJj1GLC5DvscZG0eIEyESxOuzO7Alp5CFMDiJvzniMrHwisElo46QnkNr3zp7UYG-WGTQKzC9qXgXdpX7Ve2nCfWYSDt~O0JmyaPJMhZHsF9I4JbcHovmlnked-9hF~ccpytebUxAmL2cOiPM38MqNAIXRjLpl-ibra3Q7MwCW0bwYOSIln5DwSRsQgAcp1Ajp1vWjTzgf40Xr5Di47FW7M21voVacDcPxHffnA2QxfA~anRKSUMvA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Crime, Thriller",6.5,21000,United States,John Herzfeld,John Herzfeld,"Teri Hatcher, Jeff Daniels, Danny Aiello, Charlize Theron, Greg Cruttwell, Glenne Headly, Peter Horton, Marsha Mason, Paul Mazursky, James Spader, Eric Stoltz, Keith Carradine, Louise Fletcher, Austin Pendleton, Kathleen Luong, Michael Jai White, Cress Williams, Lawrence Tierney",48 hours of intersecting lives and crimes in Los Angeles.,,11132210
Black Sheep,1996,PG-13,87,"https://m.media-amazon.com/images/M/MV5BYjc2NzU0YjUtYzkyNS00NjcwLWJiM2QtM2Y3YjFhMTQ0M2I3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi3586310425/1434659607842-pgv4ql-1605277311012.mp4?Expires=1702333340&Signature=i2sTZey-b07D-ORK6MYmKTgyAAnvi~P4lkZJ1Q1fx7fAp-PURqIQTMiexyYYfThG7y3z9swkvJJ5bmtsYRrtOP~Oqb7CpaTSHqX5fan7DJU0Gtz0zWGNI8fnSv9uhD4DPcWk5LOOLU5gIWJVMa1ASsZTWv6HsqK4WkV-mjiJyzpHOdYOtwCA2z7YNx-WYjvZAzlEF9oZBwZIJDuzRFMXAzhNxSgIFTy0hxuOXBRaY~IAZisplL1G09paZo4ePpIdPGVFu7vuh8YUlFjYzMSP4lFXN14LeAPqldNJRc6hDSRHzh9DCXr6nZ73vtMqkloGI-rYJK7eYpYCYicC8Ialrg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,Comedy,6.2,43000,United States,Penelope Spheeris,Fred Wolf,"Chris Farley, David Spade, Tim Matheson, Christine Ebersole, Gary Busey, Grant Heslov, Timothy Carhart, Bruce McGill, Michael Patrick Carter, Boyd Banks, David St. James, ""Skip OBrien"", Branden Morgan, ""Gypsy Spheeris"", John Ashker, William Howell, Austin Kottke, Toby Ganger",A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.,,32417995
Mr. Holland's Opus,1996,PG,143,"https://m.media-amazon.com/images/M/MV5BZDZhNDRlZjAtYzdhNy00ZjU1LWFlMDYtNjA5NjliM2Y5ZmVjL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UX190_CR0,1,190,281_.jpg",https://imdb-video.media-imdb.com/vi966459673/1434659607842-pgv4ql-1564037040305.mp4?Expires=1702333352&Signature=phQoPTYRbxjkWlM1wTuj9xoUTMu3zjRcUdJLftIdGpgW4WOR54sim~knb94Qt070BZ-wBqeNI7FBoO6nSqcQsQGXjjeKSp03Ubxjc1Y2gO46j3oNxxsWOFcPPpz7mEN7AcIC1zrPvG4wfV38ikTdfumvQS7mcgmC-0459nkGoKuVPTa8LSr88ezvagE5dYHp8NsDWYqkkJNye2SbFErEMwiG75OcijQQ3KjRPWaLOc0Hme8o76SG3h4sBwyXWYcWSHWoNu2hzCYUKzEw3oJrPtV4QJugiSMRnL0r5nJruW4p6Ovo0SamN1U6PI-qnnMX6jRQWEomEZUQz9iJ7AcmPQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Music",7.3,41000,United States,Stephen Herek,Patrick Sheane Duncan,"Richard Dreyfuss, Glenne Headly, Jay Thomas, Olympia Dukakis, William H. Macy, Alicia Witt, Terrence Howard, Damon Whitaker, Jean Louisa Kelly, Alexandra Boyd, Nicholas John Renner, Joseph Anderson, Anthony Natale, Joanna Gleason, Beth Maitland, Patrick Fong, Benjamin J. Dixon, Kathryn Arnett",A frustrated composer finds fulfillment as a high school music teacher.,23000000,106269971
Dracula: Dead and Loving It,1995,PG-13,88,"https://m.media-amazon.com/images/M/MV5BZWQ0ZDFmYzMtZGMyMi00NmYxLWE0MGYtYzM2ZGNhMTE1NTczL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjM5ODMxODc@._V1_QL75_UX190_CR0,1,190,281_.jpg",https://imdb-video.media-imdb.com/vi4136680985/1434659607842-pgv4ql-1584464596911.mp4?Expires=1702333364&Signature=JEwhtTAfTLlZbnfST4ydJ2ER894rbirpa1RyfpvclyyLukZ1zzefcnxdxVHsT89wiJt8dSlhEmnRpcY67-Bss78Yqi3zL9BT735Vm6jwj4G6E1vtx110I8Vb8dLcbKlLshm9z2BzPmHh7YGzEIMEvf0Dg7fJ6kMEdjGLBvHL5v3s6do~H8IqaeDEp9DHQZiA0G1BR-E1o7xggI97XoD4cG-TKjfDBbyn1PcFiJaHW34bB2VWG-Gk-3ddvzCJ3UTZITK3ph-ullStsokCtNHGFRiEsJL0sSIVcik0oBqcJEGqlk0h2KEcC8zo22gzpLFmeLNwne9XWegB5ZT7B1UdbQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Fantasy, Horror",5.8,45000,France,Mel Brooks,"Mel Brooks, Rudy De Luca, Steve Haberman","Leslie Nielsen, Mel Brooks, Peter MacNicol, Steven Weber, Amy Yasbeck, Lysette Anthony, Harvey Korman, Mark Blankfield, Megan Cavanagh, Clive Revill, Chuck McCann, Avery Schreiber, Cherie Franklin, Ezio Greggio, Leslie S. Sachs, Matthew Porretta, Rudy De Luca, Jennifer Crystal Foley",Mel Brooks' parody of the classic vampire story and its famous film adaptations.,30000000,10772144
The Daily Show,1996,1996– ,,"https://m.media-amazon.com/images/M/MV5BNzczM2ZmODgtYjFkNC00MjZjLTk1ZmMtYmI0YThmZmI5YTA1XkEyXkFqcGdeQXVyNTUxODQyNQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg",https://imdb-video.media-imdb.com/vi2072165401/1434659607842-pgv4ql-1555969160035.mp4?Expires=1702333376&Signature=OJFel7H8-0T4eGB9B-BHJabA~ooWOkKAjp-EKikcYv-s~gWctvOKWur2N2w895gKT4MJuyH2EQqJHVXPyWrSdhwWPw62V5pGlyprV5aF0QssHZ883Qy3ZbWbCq4o0oxHCdnrh0miI27eAKhCIK2lqrKVjS0ldtdYKWEbN3g6wDGHXwJJT3uqp0-IX9VR6EKmMSvqUpHLVq4iSFFAv~xgwYAEloOEpgRdE6XZHqJvQIoNnA0ADLWal5cFuzAx-2fWifdblZYTigJryRzN~tHeQkbbgvLI3jnFTetXMBOnC35F207UFug7TsMZx1PzdjQxOXaX6q12JVENNMR4U41reg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, News, Talk-Show",8.3,48000,United States,Madeleine Smithberg,Lizz Winstead,"Jon Stewart, Trevor Noah, Stephen Colbert, Roy Wood Jr., John Oliver, Craig Kilborn, Lewis Black, Samantha Bee, Jason Jones, Steve Carell, Desi Lydic, Rob Corddry, Michael Kosta, Jordan Klepper, Ed Helms, Ronny Chieng, Mo Rocca, Aasif Mandvi",A comedy news show featuring humorous takes on top stories.,,
Kama Sutra: A Tale of Love,1997,Unrated,114,"https://m.media-amazon.com/images/M/MV5BNDY5Njc3OWMtYjQwNS00YzM0LTgxZTItNjVjZDk3MWQxYjEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UX190_CR0,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi2693792025/1434659607842-pgv4ql-1563457293391.mp4?Expires=1702333386&Signature=UdyJphILCmshj~nvQffGbLqN7emueevBxnZvLY4mXuoe2smi9fVa8Nw0XrplpponT8dVN32H6ZleDG26nOJSc7KV4fQVz6lfwMkmcVAXSrKZf0-FkESomfAaTWMWpOSMzhA~7sds34oe6qQ9es3GJQaF88LWtXMQHOh1YYeDWiGnBrejFvbm2rnXOhON~n~RX-wFIlW40FIsuVnp8aRcuuCPf4VdoOjucHnnSGeKNnYLEvg6GqgejlHN38JE2STV6iM9hSSI0tnF6u2vpH6ziXaZ628heUNya6h~8RL5nKErUX3xcyKUQSHmwfJpZOTV9B-dR0sqU4FJuP189VDWzA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Crime, Drama, History",6.0,11000,United Kingdom,Mira Nair,"Helena Kriel, Mira Nair, Wajida Tabassum","Naveen Andrews, Sarita Choudhury, Indira Varma, Ramon Tikaram, Rekha, Khalid Tyabji, Arundhati Rao, Surabhi Bhansali, Garima Dhup, Pearl Padamsee, Kusum Haidar, Harish Patel, Ranjit Chowdhry, Achala Sachdev, Arjun Sajnani, Avijit Dutt, Anjum Rajabali, Siddharth Anand Kumar",Two female friends become sexual rivals at maturity.,3000000,4109095
Marvin's Room,1997,PG-13,98,"https://m.media-amazon.com/images/M/MV5BOTk0ZDk3YWItZDZlOC00Y2FiLTgxNzYtODZmYzdkYWVmNmRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi3572473369/1434659607842-pgv4ql-1564593153526.mp4?Expires=1702333396&Signature=VaczyhidndU7EJz73Nq4mU9~quUXD9VpIZu0xAHYLYClowum~k2rnMz13MdrNguk5-BE4EWPsIvXuT2AMU5n1zodZFhYzcjQpTImb~bjPTSBooF-NhuH~rWNLbkvbrcr51kGQVpMCOEL7M~4BrK8hePBk-~pD0U9Tvn5eJLgKN0Phc3zpML-1CdK9cq1Gf~-LajxlkInxmu92Jh8Y06f72Fh0RY927lVyu3MmTe~7Bbon-e~3FYyE2W4yibvRLGxOHL6dduOTj1mRJjFri5pvXmPXQ58~orUCgfIQdBVubRgNoTDwuP3GGXn0HIWDLRkJDwI4RSGcHjffvsrL6WUdw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,Drama,6.7,30000,United States,Jerry Zaks,Scott McPherson,"Meryl Streep, Leonardo DiCaprio, Diane Keaton, Robert De Niro, Hume Cronyn, Gwen Verdon, Hal Scardino, Dan Hedaya, Margo Martindale, Cynthia Nixon, Kelly Ripa, John Callahan, Olga Merediz, Joe Lisi, Steve DuMouchel, Bitty Schram, Lizbeth Mackay, Helen Stenborg","After seventeen years, a fiercely independent woman and her rebellious son return home and together they turn the family she left behind upside down.",23000000,12803305
A Walk in the Clouds,1995,PG-13,102,"https://m.media-amazon.com/images/M/MV5BNGQ5NzI2NWQtODVjZi00NDk1LTg1NmMtZDVlNWMwODZmNGI4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",https://imdb-video.media-imdb.com/vi3904110873/1434659607842-pgv4ql-1563697235853.mp4?Expires=1702333406&Signature=LY~ZfcRExx8DQrmMPUhT2a6q7oHlmqMhI51~~lGnFJttsfkiiJ0cd65~5c9O7L-hW8sq9kO-HlcOzzXoKK5BwONBVVG9RRgwBlNAHmwac3q0H3As6qqRGSAO6pW~ttwnSokWUVN3SlSO1P1LO4WswmUheNaF5g41-qOYwN3ABVQmSnMUbbn86ONgVP7TbnK0ZDre0SlalDMTiJOvZr6aZRiJuLYmrRNcF19XBrHEE3gvQkEmuwPjL3y3LwQeDCRN0gaN0Q3Gmag-emPZbPFKhjy2NMO0Ico6tctckXqV8EI4LblfD9A1xIweiD7qohNi6fQufyr1zMU4k11I-HYh7Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance",6.7,36000,United States,Alfonso Arau,"Robert Mark Kamen, Mark Miller, Harvey Weitzman","Keanu Reeves, Aitana Sánchez-Gijón, Anthony Quinn, Giancarlo Giannini, Angélica Aragón, Evangelina Elizondo, Freddy Rodríguez, Debra Messing, Febronio Covarrubias, Roberto Huerta, Juan Jiménez, Ismael Gallegos, Alejandra Flores, Gema Sandoval, Don Amendolia, Gregory Paul Martin, Mary Pat Gleason, John Dennis Johnston",A married soldier returning from World War II poses as a pregnant woman's husband to save her from her father's anger and honor.,20000000,50008143
Eye for an Eye,1996,R,101,"https://m.media-amazon.com/images/M/MV5BMDM4Mzc5ZjAtM2JjMi00NzU1LWEzM2MtNDQzNWI5MmRkM2I1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi995999257/1434659607842-pgv4ql-1597762286923.mp4?Expires=1702333416&Signature=Vyzjc-cWyKxgP~kPpxDUavNosUmzRhweJpcm9f3d~E7NybaFWGRtlxY1WVRc940YH7IhJzSwIU7aoChnIzYO6BVQYcWsGkxmp~SXwUrgrWzh76B25p1IvNztrUyNtHPVDDvbgH5dExHi-4kXCw40xN9kBxD62d24LYWFaFWQndhtZ7GRtS40xRYu45R652IuqrIjGZ8bqx28DtsOMj1-6dRCqs1hyz3ei~P6XJU9uBkrUqiTki7aiYZdtw~pDQ8pEHrD~Vo1gomvZ9pEw-SrxEfNydk-SmWeFHuSIh7xKlym96O6GTyvqDzNbAlDo8LTgxZL78YuPgcOyn3pIs0npw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Crime, Drama, Thriller",6.2,19000,United States,John Schlesinger,"Erika Holzer, Amanda Silver, Rick Jaffa","Sally Field, Kiefer Sutherland, Ed Harris, Olivia Burnette, Alexandra Kyle, Joe Mantegna, ""Beverly DAngelo"", Darrell Larson, Charlayne Woodard, Philip Baker Hall, Keith David, Wanda Acuna, Geoffrey Rivas, Armin Shimerman, Natalija Nogulich, Nicholas Cascone, Stella Garcia, Justine Johnston","When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.",20000000,26877589
The Mirror Has Two Faces,1996,PG-13,126,"https://m.media-amazon.com/images/M/MV5BMDFjOWY0YWItZWNhOC00YmQyLWJhNDktMzEzNWZhMTg2YTQ2XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_QL75_UX190_CR0,1,190,281_.jpg",https://imdb-video.media-imdb.com/vi4176871705/1434659607842-pgv4ql-1564034501782.mp4?Expires=1702333425&Signature=p81Ykg8633ckyFS8tAOMFGzvCQW4-kvluqxGkOSxcDRtnndDI-xfgj-dDfF0-DfWPGcV7dIkl9K-s~LkpyxTey1A25EfSTZB90zd6zdF8fuFiHrC8OKgNCDOixI5TB3q4D4zI8OLA6O1suoZ6cPxdqalitIIykeRkS~V2scmTXtpRfgCN2BzOec10jpjBpXZmISxgYt-2B0dmpB9MC5MsvR2CdUMeKeL0Gxvc2geL9hKn6xCu027Rd9J8DZjX8qhmYABGrbvWlo4lluCV7Pt084fTGgJRqbUC3R4x9cR0yTpc81KBLFHShJJlMHN-cBqQbY7ToHXDSqDxn2AexziyA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Romance",6.6,21000,United States,Barbra Streisand,"André Cayatte, Gérard Oury, Richard LaGravenese","Barbra Streisand, Jeff Bridges, Lauren Bacall, George Segal, Mimi Rogers, Pierce Brosnan, Brenda Vaccaro, Austin Pendleton, Elle Macpherson, Ali Marsh, Leslie Stefanson, Taina Elg, Lucy Avery Brooke, Amber Smith, David Kinzie, Howard S. Herman, Thomas Hartman, Trevor Ristow","A shy, middle-aged professor enters into a romantic but non-physical relationship with an unlucky-in-love colleague.",42000000,41083864
First Knight,1995,PG-13,134,"https://m.media-amazon.com/images/M/MV5BNzQ1MDU2ZWUtMmYzOS00ZWExLTk4M2QtNzE5MTFkZTNmZTJhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,1,190,281_.jpg",,"Action, Adventure, Drama",6.0,77000,United States,Jerry Zucker,"Lorne Cameron, David Hoselton, William Nicholson","Sean Connery, Richard Gere, Julia Ormond, Ben Cross, Liam Cunningham, Christopher Villiers, Valentine Pelka, Colin McCormack, Ralph Ineson, John Gielgud, Stuart Bunce, Jane Robbins, Jean Marie Coffey, Paul Kynman, Tom Lucy, John Blakey, Robert Gwyn Davin, Sean Blowers","Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.",55000000,127600435
Man of the House,1995,PG,96,"https://m.media-amazon.com/images/M/MV5BOGE3MDZhMWYtYmZiMC00N2QwLWI1YTAtNjkwN2MxODU0NGFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",https://imdb-video.media-imdb.com/vi1853145369/1434659607842-pgv4ql-1610655316387.mp4?Expires=1702333439&Signature=k8Cwp1UbYBhAwZsfk42HwfbwCW-ieWJMldl3Ot~~oLYJr7Bh-5C~vifrP815ZnJ7-SlddJzlYJ4LD-9Gs7TjI2~iwIfqaJNyQMTUo2HgPuLMXonf3z6CgM-3sDZGyJUsCy68LBCR~xV-P2QrTfh2Pwk9LRabSo9LqWhwVuNFXiVvziU9~nfuf8PZqdHEDX8TJlftmi1kDG1pzt5D~pM2IkI-ffL4cUNIG20iM-yqbGYhM0zSBvfNCE~4qoMYDLqH3aIav~uGQb0yJQZ6V2sJsvTa15~9Uoo4fIbYi5T2QA6x3rLQJRtNUsA2ZJBLpogKQEswUA9FK9KvH6nzJGdTGg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Family",5.2,10000,United States,James Orr,"David E. Peckinpah, Richard Jefferies, James Orr","Chevy Chase, Farrah Fawcett, Jonathan Taylor Thomas, George Wendt, David Shiner, Art LaFleur, Richard Portnow, Richard Foronjy, Peter Appel, Chief Leonard George, George Greif, Ron Canada, Christopher Miranda, Zachary Browne, Spencer Vrooman, Nicholas Garrett, Jimmy Baker, John DiSanti","A young boy refuses to accept his mother's new boyfriend, a lawyer, despite the man's attempts to win his respect. Meanwhile, disgruntled relative of a criminal he prosecuted seek revenge.",,40070995
First Kid,1996,PG,101,"https://m.media-amazon.com/images/M/MV5BNmM1ZjAzODMtMjQ3NS00NmQ4LWI4OWMtYzk4ZWM4MGY2ZDcxXkEyXkFqcGdeQXVyNjc4ODQwNzg@._V1_QL75_UX190_CR0,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi2626271769/1434659607842-pgv4ql-1540841904547.mp4?Expires=1702333450&Signature=PYdYJ5oPjCZOE7YfBtktPZBW4j6Pm0wFK~3X9mctVe8D7i~rXanAjpCmxN9nYLSTB9VWfArmt~8Z1sfSwE5iZjFdt9xNev0fSUZhWcSmZiK1~5AXVwV~9~Bj9hOIKpHrYf5uHRrH-V9xLVRMj7yQaEkxh08unPl0YQHsWWSh9PTUxFkfTZ4SyUpc8b8Fc3W6GkXEUMYccbm49O46Qy1U6gCPgTy1QM-R81MjrErn0LTX5VhnhAe~PdtQWJlyz7rXCcXQz3XOWMpuJn5~h48-ni75-jix1xcr9Wy-~fnsiQdS7DV2H0pGpyVWQD9J59--DVgClt4PRhXEOrXDZlf0Ig__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Family",5.2,11000,United States,David Mickey Evans,Tim Kelleher,"Sinbad, Brock Pierce, Blake Boyd, Timothy Busfield, Art LaFleur, Robert Guillaume, Lisa Eichhorn, James Naughton, Fawn Reed, Erin Williby, Zachery Ty Bryan, Michael Krawic, Bill Cobbs, Jemar Jefferson, Daniel Baron, Joe Inscoe, J. Michael Hunter, Tomas Arana","A former boxer turned Secret Service agent is assigned to protect the President's son, who seems determined to make life difficult for his new protector.",,26491793
Secrets & Lies,1997,R,136,"https://m.media-amazon.com/images/M/MV5BY2QzMTIxNjItNGQyNy00MjQzLWJiYTItMzIyZjdkYjYyYjRlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",https://imdb-video.media-imdb.com/vi1220739865/1434659607842-pgv4ql-1564582905910.mp4?Expires=1702333459&Signature=PhYxTNGS4kD0WeW-kZrweng8ARK~KcbT0l7Y8EWe6wx08UuJ1wunXge4GLZ3oGmnWARqXPpQBLOpO0lFfUDZ0029Zdu-TyivSCw0dr3Mu3hBFCvg0nm0aPC9sGdiXt~WcIGR5Oqy9OHfTxTWMhtedOCEC06P7Qs9m3pgRS3cCS3WMUd7RudfTQzdBl7D9Bw5LbwfKU2ISk90AlAJQxVoGoAv~colGSAW~nliWvwwk7vhC41RHkwRrcABt8NtmDisSoeQRk6qc1wM4gRmn0jnmg605Thr4H-O6buh7SIIYw4sxVZqq1o7EfN5UxXHTX2rhk8hqU3Op3~fjp-7jEYj4Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama",8.0,46000,United Kingdom,Mike Leigh,Mike Leigh,"Timothy Spall, Brenda Blethyn, Phyllis Logan, Claire Rushbrook, Marianne Jean-Baptiste, Elizabeth Berrington, Michele Austin, Lee Ross, Lesley Manville, Ron Cook, Emma Amos, Brian Bovell, Trevor Laird, Clare Perkins, Elias Perkins McCook, Jane Mitchell, Janice Acquah, Keylee Jade Flanders","Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",4500000,13417292
Evita,1997,PG,135,"https://m.media-amazon.com/images/M/MV5BMDNhZGZiMzYtNzkxNy00MGE0LWE4Y2QtOGIwOTM3ZmY5M2QwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,1,190,281_.jpg",https://imdb-video.media-imdb.com/vi2691284505/1434659607842-pgv4ql-1596559265958.mp4?Expires=1702333469&Signature=AY~uLxc7GrM-sp7zB5WiHD7Gn96IVwMi8in~LLTAPlOASiUXe9n6V8oqSyNhThpQl3ZO4ohjSRxy6GPVQtNRThx3nRATYuiLt7Y7AzytQpf421~kCexScanHQ~X-t7y5Jm5APsq7tAXFfLTVPBGzrF-HJ1WfUCHLBqMzIVLbrq2gJ9UH4USnkC3PHbQEiGglja14cYPHlxKNIJcy1gHc6Xug0c6q9DNtR1CKN6EdZlEJHbJVGqFgjVxKnNGqbrOV~JV-EhquJu7YLp82eIZiTMtJG0htycFgGztyB1KdMaxSABg32pgzUFPK5tVlSUWS~WgRHEoTXq7zafm6wkc8Ow__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Biography, Drama, History",6.3,37000,United States,Alan Parker,"Tim Rice, Alan Parker, Oliver Stone","Madonna, Jonathan Pryce, Antonio Banderas, Jimmy Nail, Victoria Sus, Julian Littman, Olga Merediz, Laura Pallas, Julia Worsley, María Luján Hidalgo, Servando Villamil, Andrea Corr, Peter Polycarpou, Gary Brooker, Maite Yerro, Adrià Collado, Gabriel Kraisman, Martín Drogo","The hit musical based on the life of Eva Perón (Evita Duarte), a B-picture Argentinian actress who eventually became the wife of Argentinian president Juan Domingo Perón, and the most beloved and hated woman in Argentina.",55000000,141047179
